AFFYMETRIX_3PRIME_IVT_ID	Name	Species	name_abbr
11735077_a_at	cytochrome P450 family 2 subfamily C member 18(CYP2C18)	Homo sapiens	CYP2C18
11735076_a_at	cytochrome P450 family 2 subfamily C member 18(CYP2C18)	Homo sapiens	CYP2C18
11731467_a_at	cytochrome P450 family 2 subfamily E member 1(CYP2E1)	Homo sapiens	CYP2E1
11731468_x_at	cytochrome P450 family 2 subfamily E member 1(CYP2E1)	Homo sapiens	CYP2E1
11751078_s_at	cytochrome P450 family 2 subfamily F member 1(CYP2F1)	Homo sapiens	CYP2F1
11762277_at	cytochrome P450 family 2 subfamily F member 1(CYP2F1)	Homo sapiens	CYP2F1
11762278_x_at	cytochrome P450 family 2 subfamily F member 1(CYP2F1)	Homo sapiens	CYP2F1
11761500_at	cytochrome P450 family 2 subfamily F member 1(CYP2F1)	Homo sapiens	CYP2F1
11722614_a_at	cytochrome P450 family 2 subfamily J member 2(CYP2J2)	Homo sapiens	CYP2J2
11731429_x_at	cytochrome P450 family 3 subfamily A member 4(CYP3A4)	Homo sapiens	CYP3A4
11731428_a_at	cytochrome P450 family 3 subfamily A member 4(CYP3A4)	Homo sapiens	CYP3A4
11762588_x_at	cytochrome P450 family 3 subfamily A member 4(CYP3A4)	Homo sapiens	CYP3A4
11731427_at	cytochrome P450 family 3 subfamily A member 4(CYP3A4)	Homo sapiens	CYP3A4
11721941_x_at	cytochrome P450 family 3 subfamily A member 5(CYP3A5)	Homo sapiens	CYP3A5
11721940_a_at	cytochrome P450 family 3 subfamily A member 5(CYP3A5)	Homo sapiens	CYP3A5
11760915_a_at	cytochrome P450 family 3 subfamily A member 5(CYP3A5)	Homo sapiens	CYP3A5
11759370_x_at	cytochrome P450 family 4 subfamily A member 11(CYP4A11)	Homo sapiens	CYP4A11
11741459_s_at	cytochrome P450 family 4 subfamily A member 11(CYP4A11)	Homo sapiens	CYP4A11
11760616_a_at	cytochrome P450 family 4 subfamily A member 11(CYP4A11)	Homo sapiens	CYP4A11
11750548_s_at	cytochrome P450 family 4 subfamily A member 11(CYP4A11)	Homo sapiens	CYP4A11
11741460_s_at	cytochrome P450 family 4 subfamily A member 11(CYP4A11)	Homo sapiens	CYP4A11
11753276_s_at	cytochrome P450 family 4 subfamily A member 11(CYP4A11)	Homo sapiens	CYP4A11
11740291_x_at	cytochrome P450 family 4 subfamily A member 11(CYP4A11)	Homo sapiens	CYP4A11
11743003_a_at	cytochrome P450 family 4 subfamily B member 1(CYP4B1)	Homo sapiens	CYP4B1
11737278_at	cytochrome P450 family 7 subfamily A member 1(CYP7A1)	Homo sapiens	CYP7A1
11737279_at	cytochrome P450 family 7 subfamily A member 1(CYP7A1)	Homo sapiens	CYP7A1
11730157_at	cytochrome P450 family 8 subfamily B member 1(CYP8B1)	Homo sapiens	CYP8B1
11729652_a_at	cytochrome P450 family 11 subfamily A member 1(CYP11A1)	Homo sapiens	CYP11A1
11750526_a_at	cytochrome P450 family 11 subfamily A member 1(CYP11A1)	Homo sapiens	CYP11A1
11734128_a_at	cytochrome P450 family 11 subfamily B member 1(CYP11B1)	Homo sapiens	CYP11B1
11734127_a_at	cytochrome P450 family 11 subfamily B member 1(CYP11B1)	Homo sapiens	CYP11B1
11742070_at	cytochrome P450 family 11 subfamily B member 2(CYP11B2)	Homo sapiens	CYP11B2
11723413_at	cytochrome P450 family 17 subfamily A member 1(CYP17A1)	Homo sapiens	CYP17A1
11748551_a_at	ADAM metallopeptidase domain 3A (pseudogene)(ADAM3A)	Homo sapiens	pseudogene
11760937_x_at	cytochrome P450 family 19 subfamily A member 1(CYP19A1)	Homo sapiens	CYP19A1
11715730_at	cytochrome P450 family 19 subfamily A member 1(CYP19A1)	Homo sapiens	CYP19A1
11760374_at	cytochrome P450 family 19 subfamily A member 1(CYP19A1)	Homo sapiens	CYP19A1
11715729_s_at	cytochrome P450 family 19 subfamily A member 1(CYP19A1)	Homo sapiens	CYP19A1
11715731_at	cytochrome P450 family 19 subfamily A member 1(CYP19A1)	Homo sapiens	CYP19A1
11729790_a_at	FAM24B-CUZD1 readthrough(FAM24B-CUZD1)	Homo sapiens	FAM24B-CUZD1
11738994_a_at	cytochrome P450 family 21 subfamily A member 2(CYP21A2)	Homo sapiens	CYP21A2
11729997_a_at	cytochrome P450 family 21 subfamily A member 2(CYP21A2)	Homo sapiens	CYP21A2
11752168_x_at	lin-54 DREAM MuvB core complex component(LIN54)	Homo sapiens	LIN54
11741746_a_at	lin-54 DREAM MuvB core complex component(LIN54)	Homo sapiens	LIN54
11740772_a_at	lin-54 DREAM MuvB core complex component(LIN54)	Homo sapiens	LIN54
11741747_x_at	lin-54 DREAM MuvB core complex component(LIN54)	Homo sapiens	LIN54
11743899_x_at	lin-54 DREAM MuvB core complex component(LIN54)	Homo sapiens	LIN54
11740773_s_at	lin-54 DREAM MuvB core complex component(LIN54)	Homo sapiens	LIN54
11752903_a_at	cytochrome P450 family 24 subfamily A member 1(CYP24A1)	Homo sapiens	CYP24A1
11737968_a_at	cytochrome P450 family 24 subfamily A member 1(CYP24A1)	Homo sapiens	CYP24A1
11732877_a_at	cytochrome P450 family 24 subfamily A member 1(CYP24A1)	Homo sapiens	CYP24A1
11732657_a_at	cytochrome P450 family 26 subfamily A member 1(CYP26A1)	Homo sapiens	CYP26A1
11731430_a_at	cytochrome P450 family 27 subfamily A member 1(CYP27A1)	Homo sapiens	CYP27A1
11722122_at	cytochrome P450 family 27 subfamily B member 1(CYP27B1)	Homo sapiens	CYP27B1
11722123_a_at	cytochrome P450 family 27 subfamily B member 1(CYP27B1)	Homo sapiens	CYP27B1
11722564_at	cytochrome P450 family 51 subfamily A member 1(CYP51A1)	Homo sapiens	CYP51A1
11722563_x_at	cytochrome P450 family 51 subfamily A member 1(CYP51A1)	Homo sapiens	CYP51A1
11756774_a_at	spermatogenesis associated 18(SPATA18)	Homo sapiens	SPATA18
11724914_at	spermatogenesis associated 18(SPATA18)	Homo sapiens	SPATA18
11747377_a_at	spermatogenesis associated 18(SPATA18)	Homo sapiens	SPATA18
11762430_a_at	DAB adaptor protein 1(DAB1)	Homo sapiens	DAB1
11731025_a_at	DAB adaptor protein 1(DAB1)	Homo sapiens	DAB1
11759050_at	DAB adaptor protein 1(DAB1)	Homo sapiens	DAB1
11741413_a_at	ZNF664-RFLNA readthrough(ZNF664-RFLNA)	Homo sapiens	ZNF664-RFLNA
11744796_a_at	DAB adaptor protein 2(DAB2)	Homo sapiens	DAB2
11744797_s_at	DAB adaptor protein 2(DAB2)	Homo sapiens	DAB2
11722355_s_at	DAB adaptor protein 2(DAB2)	Homo sapiens	DAB2
11722356_a_at	DAB adaptor protein 2(DAB2)	Homo sapiens	DAB2
11727089_a_at	dachshund family transcription factor 1(DACH1)	Homo sapiens	DACH1
11727088_a_at	dachshund family transcription factor 1(DACH1)	Homo sapiens	DACH1
11754141_x_at	FXYD6-FXYD2 readthrough(FXYD6-FXYD2)	Homo sapiens	FXYD6-FXYD2
11747319_a_at	FXYD6-FXYD2 readthrough(FXYD6-FXYD2)	Homo sapiens	FXYD6-FXYD2
11747155_s_at	FXYD6-FXYD2 readthrough(FXYD6-FXYD2)	Homo sapiens	FXYD6-FXYD2
11729732_x_at	FXYD6-FXYD2 readthrough(FXYD6-FXYD2)	Homo sapiens	FXYD6-FXYD2
11747156_x_at	FXYD6-FXYD2 readthrough(FXYD6-FXYD2)	Homo sapiens	FXYD6-FXYD2
11747154_a_at	FXYD6-FXYD2 readthrough(FXYD6-FXYD2)	Homo sapiens	FXYD6-FXYD2
11753881_x_at	FXYD6-FXYD2 readthrough(FXYD6-FXYD2)	Homo sapiens	FXYD6-FXYD2
200046_PM_at	defender against cell death 1(DAD1)	Homo sapiens	DAD1
11720317_a_at	defender against cell death 1(DAD1)	Homo sapiens	DAD1
11754060_a_at	defender against cell death 1(DAD1)	Homo sapiens	DAD1
11757687_x_at	defender against cell death 1(DAD1)	Homo sapiens	DAD1
11762060_x_at	CD55 molecule (Cromer blood group)(CD55)	Homo sapiens	Cromer blood group
11755084_x_at	CD55 molecule (Cromer blood group)(CD55)	Homo sapiens	Cromer blood group
11746180_a_at	CD55 molecule (Cromer blood group)(CD55)	Homo sapiens	Cromer blood group
11760294_a_at	CD55 molecule (Cromer blood group)(CD55)	Homo sapiens	Cromer blood group
11752832_x_at	CD55 molecule (Cromer blood group)(CD55)	Homo sapiens	Cromer blood group
11728701_a_at	CD55 molecule (Cromer blood group)(CD55)	Homo sapiens	Cromer blood group
11762726_x_at	CD55 molecule (Cromer blood group)(CD55)	Homo sapiens	Cromer blood group
11742094_a_at	UBE2F-SCLY readthrough (NMD candidate)(UBE2F-SCLY)	Homo sapiens	NMD candidate
11748923_a_at	UBE2F-SCLY readthrough (NMD candidate)(UBE2F-SCLY)	Homo sapiens	NMD candidate
11754036_s_at	UBE2F-SCLY readthrough (NMD candidate)(UBE2F-SCLY)	Homo sapiens	NMD candidate
11742096_x_at	UBE2F-SCLY readthrough (NMD candidate)(UBE2F-SCLY)	Homo sapiens	NMD candidate
11742095_a_at	UBE2F-SCLY readthrough (NMD candidate)(UBE2F-SCLY)	Homo sapiens	NMD candidate
11715548_a_at	dystroglycan 1(DAG1)	Homo sapiens	DAG1
11715550_at	dystroglycan 1(DAG1)	Homo sapiens	DAG1
11757880_s_at	dystroglycan 1(DAG1)	Homo sapiens	DAG1
11715549_at	dystroglycan 1(DAG1)	Homo sapiens	DAG1
11746796_a_at	dystroglycan 1(DAG1)	Homo sapiens	DAG1
11720680_a_at	diacylglycerol kinase alpha(DGKA)	Homo sapiens	DGKA
11740998_a_at	diacylglycerol kinase alpha(DGKA)	Homo sapiens	DGKA
11763763_a_at	diacylglycerol kinase alpha(DGKA)	Homo sapiens	DGKA
11747771_a_at	diacylglycerol kinase beta(DGKB)	Homo sapiens	DGKB
11733515_a_at	diacylglycerol kinase beta(DGKB)	Homo sapiens	DGKB
11738010_at	diacylglycerol kinase beta(DGKB)	Homo sapiens	DGKB
11738009_a_at	diacylglycerol kinase beta(DGKB)	Homo sapiens	DGKB
11733516_at	diacylglycerol kinase beta(DGKB)	Homo sapiens	DGKB
11730959_a_at	diacylglycerol kinase gamma(DGKG)	Homo sapiens	DGKG
11741611_a_at	diacylglycerol kinase gamma(DGKG)	Homo sapiens	DGKG
11730960_a_at	diacylglycerol kinase gamma(DGKG)	Homo sapiens	DGKG
11752054_a_at	diacylglycerol kinase gamma(DGKG)	Homo sapiens	DGKG
11722474_a_at	diacylglycerol kinase theta(DGKQ)	Homo sapiens	DGKQ
11722473_a_at	diacylglycerol kinase theta(DGKQ)	Homo sapiens	DGKQ
11725292_a_at	D-amino acid oxidase(DAO)	Homo sapiens	DAO
11715439_at	death associated protein(DAP)	Homo sapiens	DAP
11715438_at	death associated protein(DAP)	Homo sapiens	DAP
11746545_a_at	death associated protein kinase 1(DAPK1)	Homo sapiens	DAPK1
11720147_a_at	death associated protein kinase 1(DAPK1)	Homo sapiens	DAPK1
11720146_a_at	death associated protein kinase 1(DAPK1)	Homo sapiens	DAPK1
11760470_at	death associated protein kinase 1(DAPK1)	Homo sapiens	DAPK1
11722400_a_at	death associated protein kinase 3(DAPK3)	Homo sapiens	DAPK3
11722399_a_at	death associated protein kinase 3(DAPK3)	Homo sapiens	DAPK3
11756661_a_at	aspartyl-tRNA synthetase 1(DARS1)	Homo sapiens	DARS1
11746469_x_at	aspartyl-tRNA synthetase 1(DARS1)	Homo sapiens	DARS1
11746468_a_at	aspartyl-tRNA synthetase 1(DARS1)	Homo sapiens	DARS1
11738202_x_at	death domain associated protein(DAXX)	Homo sapiens	DAXX
11747723_a_at	death domain associated protein(DAXX)	Homo sapiens	DAXX
11719376_a_at	death domain associated protein(DAXX)	Homo sapiens	DAXX
11726143_s_at	deleted in azoospermia 1(DAZ1)	Homo sapiens	DAZ1
11742214_s_at	deleted in azoospermia 1(DAZ1)	Homo sapiens	DAZ1
11741801_s_at	deleted in azoospermia 1(DAZ1)	Homo sapiens	DAZ1
11733121_s_at	deleted in azoospermia like(DAZL)	Homo sapiens	DAZL
11733122_a_at	deleted in azoospermia like(DAZL)	Homo sapiens	DAZL
11748376_a_at	deleted in azoospermia like(DAZL)	Homo sapiens	DAZL
11752678_a_at	BMP/retinoic acid inducible neural specific 1(BRINP1)	Homo sapiens	BRINP1
11747118_a_at	BMP/retinoic acid inducible neural specific 1(BRINP1)	Homo sapiens	BRINP1
11744309_at	dopamine beta-hydroxylase(DBH)	Homo sapiens	DBH
11754122_x_at	diazepam binding inhibitor, acyl-CoA binding protein(DBI)	Homo sapiens	DBI
11756026_x_at	diazepam binding inhibitor, acyl-CoA binding protein(DBI)	Homo sapiens	DBI
11717827_a_at	diazepam binding inhibitor, acyl-CoA binding protein(DBI)	Homo sapiens	DBI
11732120_a_at	drebrin 1(DBN1)	Homo sapiens	DBN1
11729703_a_at	drebrin 1(DBN1)	Homo sapiens	DBN1
11729702_a_at	drebrin 1(DBN1)	Homo sapiens	DBN1
11752942_s_at	D-box binding PAR bZIP transcription factor(DBP)	Homo sapiens	DBP
11731661_s_at	D-box binding PAR bZIP transcription factor(DBP)	Homo sapiens	DBP
11731511_s_at	dihydrolipoamide branched chain transacylase E2(DBT)	Homo sapiens	DBT
11731510_at	dihydrolipoamide branched chain transacylase E2(DBT)	Homo sapiens	DBT
11751182_a_at	dihydrolipoamide branched chain transacylase E2(DBT)	Homo sapiens	DBT
11731509_x_at	dihydrolipoamide branched chain transacylase E2(DBT)	Homo sapiens	DBT
11752357_a_at	dihydrolipoamide branched chain transacylase E2(DBT)	Homo sapiens	DBT
11762117_at	dihydrolipoamide branched chain transacylase E2(DBT)	Homo sapiens	DBT
11747138_a_at	DCC netrin 1 receptor(DCC)	Homo sapiens	DCC
11740102_at	DCC netrin 1 receptor(DCC)	Homo sapiens	DCC
11732220_a_at	enoyl-CoA delta isomerase 1(ECI1)	Homo sapiens	ECI1
11720966_x_at	deoxycytidine kinase(DCK)	Homo sapiens	DCK
11720964_s_at	deoxycytidine kinase(DCK)	Homo sapiens	DCK
11749894_a_at	deoxycytidine kinase(DCK)	Homo sapiens	DCK
11720965_at	deoxycytidine kinase(DCK)	Homo sapiens	DCK
11720963_a_at	deoxycytidine kinase(DCK)	Homo sapiens	DCK
11763262_at	decorin(DCN)	Homo sapiens	DCN
11736002_s_at	decorin(DCN)	Homo sapiens	DCN
11736001_s_at	decorin(DCN)	Homo sapiens	DCN
11757283_s_at	decorin(DCN)	Homo sapiens	DCN
11757342_x_at	dCMP deaminase(DCTD)	Homo sapiens	DCTD
11729166_a_at	dCMP deaminase(DCTD)	Homo sapiens	DCTD
11736094_a_at	dCMP deaminase(DCTD)	Homo sapiens	DCTD
11729167_a_at	dCMP deaminase(DCTD)	Homo sapiens	DCTD
11729168_x_at	dCMP deaminase(DCTD)	Homo sapiens	DCTD
11752871_a_at	angiotensin I converting enzyme(ACE)	Homo sapiens	ACE
11761789_at	angiotensin I converting enzyme(ACE)	Homo sapiens	ACE
11744189_a_at	angiotensin I converting enzyme(ACE)	Homo sapiens	ACE
11737789_a_at	angiotensin I converting enzyme(ACE)	Homo sapiens	ACE
11729446_a_at	dopachrome tautomerase(DCT)	Homo sapiens	DCT
11758553_s_at	dopachrome tautomerase(DCT)	Homo sapiens	DCT
11759082_at	dopachrome tautomerase(DCT)	Homo sapiens	DCT
11715669_s_at	dynactin subunit 1(DCTN1)	Homo sapiens	DCTN1
11736197_a_at	doublecortin(DCX)	Homo sapiens	DCX
11736196_a_at	doublecortin(DCX)	Homo sapiens	DCX
11736199_a_at	doublecortin(DCX)	Homo sapiens	DCX
11736198_a_at	doublecortin(DCX)	Homo sapiens	DCX
11750208_a_at	doublecortin(DCX)	Homo sapiens	DCX
11748413_s_at	damage specific DNA binding protein 1(DDB1)	Homo sapiens	DDB1
11762174_at	damage specific DNA binding protein 1(DDB1)	Homo sapiens	DDB1
11751448_a_at	damage specific DNA binding protein 1(DDB1)	Homo sapiens	DDB1
11715416_s_at	damage specific DNA binding protein 1(DDB1)	Homo sapiens	DDB1
11717397_a_at	damage specific DNA binding protein 2(DDB2)	Homo sapiens	DDB2
11750080_a_at	damage specific DNA binding protein 2(DDB2)	Homo sapiens	DDB2
11722742_x_at	dopa decarboxylase(DDC)	Homo sapiens	DDC
11722741_a_at	dopa decarboxylase(DDC)	Homo sapiens	DDC
11722740_a_at	dopa decarboxylase(DDC)	Homo sapiens	DDC
11761068_s_at	aldo-keto reductase family 1 member C1(AKR1C1)	Homo sapiens	AKR1C1
11719171_a_at	aldo-keto reductase family 1 member C1(AKR1C1)	Homo sapiens	AKR1C1
11754189_s_at	aldo-keto reductase family 1 member C1(AKR1C1)	Homo sapiens	AKR1C1
11738244_s_at	aldo-keto reductase family 1 member C1(AKR1C1)	Homo sapiens	AKR1C1
11719172_x_at	aldo-keto reductase family 1 member C1(AKR1C1)	Homo sapiens	AKR1C1
11761114_x_at	aldo-keto reductase family 1 member C2(AKR1C2)	Homo sapiens	AKR1C2
11738245_x_at	aldo-keto reductase family 1 member C2(AKR1C2)	Homo sapiens	AKR1C2
11729101_a_at	aldo-keto reductase family 1 member C2(AKR1C2)	Homo sapiens	AKR1C2
11717039_a_at	growth arrest and DNA damage inducible alpha(GADD45A)	Homo sapiens	GADD45A
11719509_a_at	PET117 cytochrome c oxidase chaperone(PET117)	Homo sapiens	PET117
11758198_s_at	DNA damage inducible transcript 3(DDIT3)	Homo sapiens	DDIT3
11758347_s_at	DNA damage inducible transcript 3(DDIT3)	Homo sapiens	DDIT3
11728834_x_at	family with sequence similarity 241 member A(FAM241A)	Homo sapiens	FAM241A
11744057_x_at	dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit(DDOST)	Homo sapiens	DDOST
11749195_x_at	dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit(DDOST)	Homo sapiens	DDOST
11744058_a_at	dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit(DDOST)	Homo sapiens	DDOST
11743035_a_at	DEAD-box helicase 1(DDX1)	Homo sapiens	DDX1
11734210_at	transmembrane serine protease 11B(TMPRSS11B)	Homo sapiens	TMPRSS11B
11734211_at	transmembrane serine protease 11B(TMPRSS11B)	Homo sapiens	TMPRSS11B
11758021_s_at	DEAD-box helicase 3 X-linked(DDX3X)	Homo sapiens	DDX3X
11750750_a_at	DEAD-box helicase 3 X-linked(DDX3X)	Homo sapiens	DDX3X
11748960_a_at	DEAD-box helicase 3 X-linked(DDX3X)	Homo sapiens	DDX3X
11715904_s_at	DEAD-box helicase 3 X-linked(DDX3X)	Homo sapiens	DDX3X
11752296_x_at	DEAD-box helicase 3 X-linked(DDX3X)	Homo sapiens	DDX3X
11715903_at	DEAD-box helicase 3 X-linked(DDX3X)	Homo sapiens	DDX3X
11715905_x_at	DEAD-box helicase 3 X-linked(DDX3X)	Homo sapiens	DDX3X
11750751_x_at	DEAD-box helicase 3 X-linked(DDX3X)	Homo sapiens	DDX3X
11733798_at	DEAD-box helicase 5(DDX5)	Homo sapiens	DDX5
11757332_x_at	DEAD-box helicase 5(DDX5)	Homo sapiens	DDX5
11750815_s_at	DEAD-box helicase 5(DDX5)	Homo sapiens	DDX5
200033_PM_at	DEAD-box helicase 5(DDX5)	Homo sapiens	DDX5
11745795_s_at	DEAD-box helicase 5(DDX5)	Homo sapiens	DDX5
11718967_at	DEAD-box helicase 6(DDX6)	Homo sapiens	DDX6
11718968_a_at	DEAD-box helicase 6(DDX6)	Homo sapiens	DDX6
11718969_a_at	DEAD-box helicase 6(DDX6)	Homo sapiens	DDX6
11755657_s_at	Dmx like 1(DMXL1)	Homo sapiens	DMXL1
11745336_a_at	Dmx like 1(DMXL1)	Homo sapiens	DMXL1
11724711_a_at	Dmx like 1(DMXL1)	Homo sapiens	DMXL1
11757826_a_at	DEAH-box helicase 8(DHX8)	Homo sapiens	DHX8
11752098_a_at	DEAH-box helicase 8(DHX8)	Homo sapiens	DHX8
11757750_a_at	DEAH-box helicase 8(DHX8)	Homo sapiens	DHX8
11743106_a_at	DExH-box helicase 9(DHX9)	Homo sapiens	DHX9
11752968_a_at	DExH-box helicase 9(DHX9)	Homo sapiens	DHX9
11743107_a_at	DExH-box helicase 9(DHX9)	Homo sapiens	DHX9
11723101_a_at	DEAD-box helicase 10(DDX10)	Homo sapiens	DDX10
11747069_s_at	DEAD/H-box helicase 11(DDX11)	Homo sapiens	DDX11
11756930_x_at	DEAD/H-box helicase 11(DDX11)	Homo sapiens	DDX11
11753113_s_at	DEAD/H-box helicase 11(DDX11)	Homo sapiens	DDX11
11761612_x_at	DEAD/H-box helicase 11(DDX11)	Homo sapiens	DDX11
11727648_s_at	DEAD/H-box helicase 11(DDX11)	Homo sapiens	DDX11
11761611_at	DEAD/H-box helicase 11(DDX11)	Homo sapiens	DDX11
11761610_a_at	DEAD/H-box helicase 11(DDX11)	Homo sapiens	DDX11
11723322_s_at	DEAD/H-box helicase 11(DDX11)	Homo sapiens	DDX11
11743114_at	DEAH-box helicase 15(DHX15)	Homo sapiens	DHX15
11717060_a_at	2,4-dienoyl-CoA reductase 1(DECR1)	Homo sapiens	DECR1
11758958_at	defensin alpha 1(DEFA1)	Homo sapiens	DEFA1
11721438_s_at	defensin alpha 1(DEFA1)	Homo sapiens	DEFA1
11732546_at	defensin alpha 4(DEFA4)	Homo sapiens	DEFA4
11728642_s_at	defensin alpha 5(DEFA5)	Homo sapiens	DEFA5
11728641_at	defensin alpha 5(DEFA5)	Homo sapiens	DEFA5
11732988_at	defensin alpha 6(DEFA6)	Homo sapiens	DEFA6
11723845_a_at	defensin beta 1(DEFB1)	Homo sapiens	DEFB1
11723846_at	defensin beta 1(DEFB1)	Homo sapiens	DEFB1
11748155_a_at	ZNF670-ZNF695 readthrough (NMD candidate)(ZNF670-ZNF695)	Homo sapiens	NMD candidate
11738511_at	defensin beta 4A(DEFB4A)	Homo sapiens	DEFB4A
11717048_a_at	desmin(DES)	Homo sapiens	DES
11717049_s_at	desmin(DES)	Homo sapiens	DES
11717050_x_at	desmin(DES)	Homo sapiens	DES
11725980_at	complement factor D(CFD)	Homo sapiens	CFD
11764235_s_at	ZHX1-C8orf76 readthrough(ZHX1-C8orf76)	Homo sapiens	ZHX1-C8orf76
11759724_x_at	ZHX1-C8orf76 readthrough(ZHX1-C8orf76)	Homo sapiens	ZHX1-C8orf76
11726262_a_at	DNA fragmentation factor subunit alpha(DFFA)	Homo sapiens	DFFA
11726263_x_at	DNA fragmentation factor subunit alpha(DFFA)	Homo sapiens	DFFA
11726261_at	DNA fragmentation factor subunit alpha(DFFA)	Homo sapiens	DFFA
11739517_x_at	DNA fragmentation factor subunit alpha(DFFA)	Homo sapiens	DFFA
11720020_x_at	RTEL1-TNFRSF6B readthrough (NMD candidate)(RTEL1-TNFRSF6B)	Homo sapiens	NMD candidate
11746619_a_at	RTEL1-TNFRSF6B readthrough (NMD candidate)(RTEL1-TNFRSF6B)	Homo sapiens	NMD candidate
11756620_x_at	RTEL1-TNFRSF6B readthrough (NMD candidate)(RTEL1-TNFRSF6B)	Homo sapiens	NMD candidate
11720021_a_at	RTEL1-TNFRSF6B readthrough (NMD candidate)(RTEL1-TNFRSF6B)	Homo sapiens	NMD candidate
11720019_x_at	RTEL1-TNFRSF6B readthrough (NMD candidate)(RTEL1-TNFRSF6B)	Homo sapiens	NMD candidate
11745427_x_at	RTEL1-TNFRSF6B readthrough (NMD candidate)(RTEL1-TNFRSF6B)	Homo sapiens	NMD candidate
11741588_a_at	RTEL1-TNFRSF6B readthrough (NMD candidate)(RTEL1-TNFRSF6B)	Homo sapiens	NMD candidate
11745694_x_at	DNA fragmentation factor subunit beta(DFFB)	Homo sapiens	DFFB
11745693_a_at	DNA fragmentation factor subunit beta(DFFB)	Homo sapiens	DFFB
11731383_a_at	DNA fragmentation factor subunit beta(DFFB)	Homo sapiens	DFFB
11745428_a_at	DNA fragmentation factor subunit beta(DFFB)	Homo sapiens	DFFB
11753611_a_at	DNA fragmentation factor subunit beta(DFFB)	Homo sapiens	DFFB
11731384_x_at	DNA fragmentation factor subunit beta(DFFB)	Homo sapiens	DFFB
11753612_x_at	DNA fragmentation factor subunit beta(DFFB)	Homo sapiens	DFFB
11735122_at	translocase of inner mitochondrial membrane 8A(TIMM8A)	Homo sapiens	TIMM8A
11727861_at	translocase of inner mitochondrial membrane 8A(TIMM8A)	Homo sapiens	TIMM8A
11724103_x_at	C8orf44-SGK3 readthrough(C8orf44-SGK3)	Homo sapiens	C8orf44-SGK3
11724104_s_at	C8orf44-SGK3 readthrough(C8orf44-SGK3)	Homo sapiens	C8orf44-SGK3
11724105_a_at	C8orf44-SGK3 readthrough(C8orf44-SGK3)	Homo sapiens	C8orf44-SGK3
11719194_a_at	gasdermin E(GSDME)	Homo sapiens	GSDME
11732053_a_at	C-type lectin domain family 4 member F(CLEC4F)	Homo sapiens	CLEC4F
11748760_a_at	C-type lectin domain family 4 member F(CLEC4F)	Homo sapiens	CLEC4F
11732054_at	C-type lectin domain family 4 member F(CLEC4F)	Homo sapiens	CLEC4F
11747123_a_at	cochlin(COCH)	Homo sapiens	COCH
11722821_a_at	cochlin(COCH)	Homo sapiens	COCH
11751241_a_at	FAM47E-STBD1 readthrough(FAM47E-STBD1)	Homo sapiens	FAM47E-STBD1
11719215_a_at	FAM47E-STBD1 readthrough(FAM47E-STBD1)	Homo sapiens	FAM47E-STBD1
11752866_a_at	FAM47E-STBD1 readthrough(FAM47E-STBD1)	Homo sapiens	FAM47E-STBD1
11729992_at	DEAQ-box RNA dependent ATPase 1(DQX1)	Homo sapiens	DQX1
11718625_a_at	deoxyguanosine kinase(DGUOK)	Homo sapiens	DGUOK
11743808_a_at	7-dehydrocholesterol reductase(DHCR7)	Homo sapiens	DHCR7
11751338_x_at	24-dehydrocholesterol reductase(DHCR24)	Homo sapiens	DHCR24
11749042_a_at	24-dehydrocholesterol reductase(DHCR24)	Homo sapiens	DHCR24
11751337_a_at	24-dehydrocholesterol reductase(DHCR24)	Homo sapiens	DHCR24
11715460_a_at	24-dehydrocholesterol reductase(DHCR24)	Homo sapiens	DHCR24
11721866_a_at	glucosamine-6-phosphate deaminase 2(GNPDA2)	Homo sapiens	GNPDA2
11721867_a_at	glucosamine-6-phosphate deaminase 2(GNPDA2)	Homo sapiens	GNPDA2
11762571_a_at	glucosamine-6-phosphate deaminase 2(GNPDA2)	Homo sapiens	GNPDA2
11718998_x_at	dihydrofolate reductase(DHFR)	Homo sapiens	DHFR
11718999_x_at	dihydrofolate reductase(DHFR)	Homo sapiens	DHFR
11747279_x_at	dihydrofolate reductase(DHFR)	Homo sapiens	DHFR
11749867_x_at	dihydrofolate reductase(DHFR)	Homo sapiens	DHFR
11719000_x_at	dihydrofolate reductase(DHFR)	Homo sapiens	DHFR
11747280_x_at	dihydrofolate reductase(DHFR)	Homo sapiens	DHFR
11743643_a_at	dihydroorotate dehydrogenase (quinone)(DHODH)	Homo sapiens	quinone
11753957_a_at	deoxyhypusine synthase(DHPS)	Homo sapiens	DHPS
